label,id
0,18677311
1,21537406
0,5438087
0,11201130
0,14155537
0,63776544
0,62728060
0,13821354
0,65764337
1,68934449
0,58886570
0,44552135
0,36246227
0,71715162
0,60008002
0,8126657
0,27040581
0,18453561
0,37771127
0,50778137
0,34520036
0,40751161
0,46443338
0,20316865
0,28764678
0,7007110
1,6555445
0,71443173
0,74111206
0,34653742
0,26536631
0,37151151
0,8738220
0,8655344
0,13417632
0,57400858
0,71771370
0,21745578
0,43067534
0,74714243
0,73526504
0,40550368
0,74028741
0,53680075
1,7580629
0,21208324
0,70730776
0,63775100
0,55233104
0,22625321
0,62453070
0,42565164
0,41474663
0,52133242
0,41721052
0,51486550
0,16861630
0,28832241
0,50481053
0,48468386
0,45186774
0,50455838
0,54874002
0,32687155
0,14441574
0,52304367
0,25616855
0,56854441
0,74170535
0,74588005
0,35130763
0,70835754
0,24270054
0,32463638
0,60232564
0,42583413
0,7714357
0,11353586
0,63011750
0,12121824
0,12660373
0,40543504
0,48583551
0,85730726
0,26458138
0,27578780
0,25341248
0,46613603
0,50773773
0,84788686
0,71174663
0,14543387
0,8640083
0,50173562
0,42016561
0,48828740
0,51548112
0,17324245
0,25458216
0,70725268
0,53500541
0,64730133
0,50670828
0,14764108
1,18693008
0,52563473
0,50048783
0,10325182
0,20601572
0,50624286
0,50568420
0,57588050
0,57411741
0,62507761
0,63623100
0,46613615
0,48275781
0,57625252
0,27230772
0,25050371
0,51137152
0,22325121
0,27316647
0,46632268
0,67517764
0,15151818
0,45730064
0,33007058
0,15842317
0,33330208
0,23637724
0,72540175
0,34382156
0,45182442
0,41583415
0,11473485
0,24814746
0,28325713
0,61076522
0,32558263
0,14637086
0,36013656
0,56322588
0,38823448
0,24101525
0,32786052
0,36244818
0,11414505
0,38426131
0,41681768
0,60037623
0,54060166
0,42451230
0,54158857
0,54281678
0,55505460
0,22488618
0,15524861
0,37613460
0,56471215
0,15505170
0,56754660
0,31083067
0,16271401
0,12241803
0,8388256
0,56502800
0,23347087
0,48415561
0,45865264
0,53153672
0,83375711
0,81154328
0,82536160
0,80361338
0,84377841
0,57218152
0,86364266
0,60646841
0,82760188
1,80436569
0,68624565
1,59119466
0,80018321
1,68216656
1,72105262
0,71321807
0,72086504
0,83826162
0,81771434
0,30610054
0,76601523
0,68540462
0,84131764
0,18327333
0,83620527
0,87288017
0,12335231
0,57834487
0,83851067
0,16425820
0,53467527
0,78754873
0,7252164
0,82031533
1,42366467
0,77312181
0,13101271
0,53615832
0,11758261
0,28600472
0,6580461
0,23811661
0,50032480
0,51371380
0,87270160
0,10003236
0,45617122
0,71754061
0,14634055
0,5487421
0,7467103
0,44534672
0,56660628
0,48810241
0,62357468
0,37320361
0,18447465
0,38282743
0,21127564
0,13276551
0,66362126
0,7503551
0,26478241
0,6561878
0,7221716
0,43160614
0,34225104
0,46604633
0,38865242
0,7034337
0,8130056
0,25543066
0,64514050
0,43773388
0,46580118
0,38345670
0,27868246
0,8570137
0,65661188
1,74673131
0,84166414
1,79537044
0,37415437
0,35345124
0,36527516
0,83401
0,51002022
0,15273431
0,30345403
0,87116233
0,50377624
0,32135607
0,426166
0,68477577
0,32432578
0,15230771
0,32015221
0,72466020
0,44275336
0,15844704
0,87054108
0,10552683
0,7075713
0,12720456
0,48678502
0,44110633
0,16001863
0,65584410
0,37023162
0,56014132
0,6340425
0,11834036
0,55304176
0,17458388
0,45075306
0,30637786
0,42588047
0,13823020
0,65834564
0,25550772
0,14607665
0,14108680
0,7113624
0,35800758
0,15632281
0,36766804
0,7711475
0,54564442
0,7684043
0,35774230
0,25058247
0,23655760
0,76533581
0,74556717
0,73444181
0,14327430
0,74725088
0,5516351
0,56142042
0,5302047
0,17220861
0,86847626
0,15754621
0,447542
0,6737151
0,81662247
0,13173123
0,632482
0,10208040
0,10718126
0,40335768
0,84235265
0,26082025
0,7224504
0,11660486
0,72582480
0,66504701
0,62864646
0,16804273
0,65818341
0,58062088
0,34614188
0,14285658
0,55887083
0,35386114
0,56207132
0,45460583
0,85786483
0,8250513
0,8208177
0,20388627
0,44081434
0,14566202
0,61057445
0,27756042
0,33648343
0,54076165
0,27204461
0,54575386
0,76604708
0,61014537
0,30680433
0,16865416
0,24724444
0,7477054
0,65832251
0,56668386
0,27468442
0,55614715
0,71162663
0,55056067
0,53334715
0,63564771
0,6681448
0,86467332
0,85152846
0,8173656
0,5408477
0,72883408
0,74265084
0,15083717
0,8787365
0,8585038
0,28874214
0,43727604
0,18884823
0,14812315
0,26345438
0,7186403
0,57330511
0,51352881
0,33205326
0,46817332
0,17481422
0,24044063
0,8646035
1,64804855
0,18426444
0,21340678
0,22114378
0,38424317
0,15183378
0,11856461
0,71783180
0,87305720
0,80184141
0,31614085
0,20621331
0,46758582
0,34535725
0,53600320
0,11334105
0,42351787
0,64416674
0,41713443
0,86381772
0,85738154
0,53602282
0,40667412
0,84051553
0,53853470
0,78152374
0,24367834
0,32007233
0,101680
0,5674866
0,30124826
0,51230276
0,64136541
0,30550121
0,18835044
1,11306262
0,41762853
0,55025078
0,8700527
0,84003423
0,16122431
0,78725721
0,31565578
0,22060444
0,21423284
0,85268037
0,66400071
0,78536511
0,85138604
0,20845881
0,86300045
0,10851032
0,14517441
0,26744720
0,40202741
0,58022257
1,7964127
0,15146325
0,26064116
0,12431225
0,40568682
0,72345536
0,31200818
0,58284738
0,41801021
0,34216425
0,7372354
0,84773875
0,62838832
0,25244112
0,40626321
0,44055052
0,28431050
0,23727204
0,36745804
1,21363966
1,41027449
1,67594903
0,28550647
1,63684351
1,52630458
0,75830826
0,55538175
0,56174016
1,77233169
0,36015461
0,6856041
0,52356146
0,7387152
0,11185337
0,74835563
0,87232328
0,5103535
0,16657322
0,52045854
0,65485182
0,12253748
0,82263531
0,33831630
0,8407272
0,35348361
0,53874845
0,11332530
0,21500380
0,75102040
1,6819946
1,7072443
0,86117820
0,27428220
0,16748271
0,15721760
0,21021845
0,58638355
0,67545461
0,74100453
0,58851161
0,44243856
0,43837871
0,50315742
0,58845532
0,71840748
0,32527104
0,50724828
0,55213746
0,72021366
0,57132733
0,63507103
0,77834180
0,43221153
0,56286722
0,31753473
0,82310766
0,27031147
0,48176414
0,67020038
0,35180707
0,62420457
0,25838183
0,78144267
0,6681638
0,67065670
0,44505577
0,31462053
1,22446633
0,7208816
0,25487137
0,43873872
0,23616743
0,36207577
0,43870050
0,14502782
0,15257464
0,10124010
0,18510525
0,32106641
0,24785414
0,58407727
0,14166657
0,23644282
1,45455486
0,24518878
0,53088477
0,78111772
0,45738538
0,21650117
0,18786535
0,44786777
0,36124611
0,14667088
0,38801175
0,6584227
0,86710625
0,8837662
0,30784105
0,38841858
0,28477010
0,32446807
0,24578148
0,12888637
0,32385618
0,26740353
0,13583533
0,82017827
0,7280607
0,58874651
0,84416084
0,54274432
0,25452530
0,13138458
0,26116215
0,70807582
0,50641537
0,63045785
0,12641623
0,16605484
0,45485473
0,31543057
0,32323535
0,76272760
0,40455413
0,45013222
0,42207260
0,75533534
0,25683765
0,81235804
0,35324561
0,78022357
0,60463085
1,63819925
0,15224551
0,25382760
0,83811156
0,52114165
0,16830100
0,25885118
0,40085746
0,54081606
0,10546431
1,51562025
0,65317323
1,43972290
0,55622548
0,47377777
0,18117311
0,30766583
0,44520060
0,53235640
0,43788055
0,58732652
0,48376710
0,58783533
0,16543536
0,37607300
1,73581861
0,16662344
0,58674438
0,7038337
0,63375005
1,79169764
0,17428153
0,71336331
0,22545210
0,83555210
0,33470065
0,32805340
0,55604222
0,8138623
0,55248726
0,62682630
0,76573086
0,63801352
1,68728930
0,40517334
0,36630245
0,20883583
0,72516854
0,7567137
0,40324046
0,56866170
0,74375240
0,57054338
1,73905273
0,38711801
0,7738341
0,30002071
0,36411167
0,22003712
0,11206787
0,30164506
0,16714370
0,15385067
0,12383528
0,16833244
0,56034641
0,21362725
0,50887510
0,15102722
0,26173128
0,33762876
0,72222643
0,52848075
0,41743678
0,27251427
0,73450261
0,22078526
1,60965019
0,85351782
0,33006708
0,21130677
0,28185853
0,43602314
0,31733837
0,48551350
0,40761383
0,55102881
0,14256206
0,16481274
0,38020764
0,41208427
0,55335544
0,34772267
0,52514743
0,62277446
0,17867482
1,34382997
0,72631220
0,61305817
0,41144573
0,33676841
0,52547150
0,26017142
0,84286306
0,45832414
0,61401580
0,24740037
0,31370150
0,41766074
0,40542643
0,23740750
0,54573038
0,18841486
1,37608477
1,82866993
0,30325227
0,64258841
0,63824227
0,64811088
0,28368127
0,28714806
0,67344423
0,27685481
0,71621528
0,33871470
0,41643081
0,48005821
0,15335843
0,34111760
0,40343286
0,13633173
0,25808535
0,11306670
0,73486030
0,52583384
0,30223051
0,23850048
0,12731134
0,44433620
0,31413533
0,51145001
0,22404375
0,12812643
0,80112032
0,83111130
0,51715141
0,17043514
0,5520200
0,78862304
0,34053551
0,37884880
0,62563312
0,37230267
0,73887336
0,52452240
0,57118337
0,53428735
0,74351147
0,52103170
0,62408532
0,70673283
0,5705088
0,50728438
0,58000016
0,61836533
0,48873756
0,55643445
0,68844222
0,40840152
0,36133370
0,56528445
0,44767810
0,78287350
0,85087871
1,63193996
0,32172120
0,30750760
0,31746042
1,7607230
0,74123274
0,30178866
0,26470085
0,62405184
0,70516647
0,23046847
0,56400500
0,27867446
0,76421686
1,39248182
0,40555255
0,16202773
0,25244786
0,86635644
0,33647584
0,45322228
0,27136538
0,8788548
0,16433385
0,55040628
0,43443426
0,11613265
0,71442364
0,48318243
0,5808032
0,85145256
0,31020147
0,26307561
0,71064520
0,12605484
0,30171630
0,36083065
0,15514084
0,45340107
0,50335758
0,78862672
0,32574135
0,22582262
0,34285387
0,73535352
0,10126321
0,24604154
0,61734184
0,37148870
0,50767828
0,33808287
0,24771506
0,12166018
0,65416000
0,25817786
1,42591108
0,52005465
0,47587733
0,71015558
0,33586150
0,81045075
0,10402242
0,65301576
0,72151550
0,63637425
0,50488202
0,16746542
0,25438638
0,72658763
0,33236333
0,14827144
0,20177570
0,30848254
0,52784406
0,54872607
0,70042366
0,75140648
0,44257773
0,33806560
0,60000011
0,48484781
0,22255225
0,46461266
0,33771635
0,10860001
0,40640227
0,62714418
0,54335778
0,54617832
0,81050684
0,82758275
0,17134747
0,68260347
0,58580778
0,15442885
0,28512018
0,78285366
0,62530458
0,66136173
0,28183017
0,55065728
0,56382003
0,30507416
0,43318056
0,42155365
0,40154854
0,70220143
0,57533471
0,6528717
0,35586466
0,7220830
0,45422471
0,53013823
0,43763724
0,12385547
0,53117627
0,32083868
0,11301232
0,30423731
0,61447544
0,16610485
0,14210428
0,23651708
0,62724501
0,73148347
0,51208786
0,60067053
0,50363427
0,23413570
0,36637786
0,16104714
0,40274764
0,38145750
0,72477001
0,42866758
0,22237737
0,5127003
0,51610255
0,53212072
0,50755451
0,42012331
0,23785088
0,5641506
0,44874017
0,63646473
0,22244365
0,24787208
0,58232818
0,23117581
0,36452231
0,58173828
0,47883274
0,46421462
0,26040551
0,52334351
0,50772681
0,57656342
0,26876812
0,46658023
0,27353453
0,12271731
0,51512223
0,86511577
0,24563548
0,70560712
0,14020284
0,12352188
0,31784735
0,28314343
0,6275740
0,45710757
0,26484168
0,38705632
0,37375522
0,7504115
0,18470411
0,55538345
0,15485177
0,34636371
0,67010223
0,73574737
0,24565364
0,46103503
0,57644638
0,23010645
0,33421285
0,47881612
0,5485333
0,31157832
0,60581183
0,46675764
0,71702186
0,56551261
0,36338611
0,70202670
0,62673444
0,70615870
0,46266036
0,16701060
0,37687378
0,65633463
0,42052262
0,14583777
0,73344248
0,52431444
0,34180367
0,65388545
0,52011306
0,61217152
0,50268261
0,31467507
0,54324676
0,17430150
0,48833774
0,74331056
0,68752114
0,44642124
0,80717411
0,81500303
1,51575543
0,21623403
0,86824815
0,87360168
0,63727783
1,78179428
0,83123078
0,85085162
1,16708534
0,58020877
0,85310643
0,65271851
1,68441758
0,42810655
0,22776037
0,55842502
0,87340832
0,66053462
0,76810734
0,84414555
0,68162024
0,34225450
0,20268136
1,77074152
0,80054388
0,82605650
0,48406342
0,74860632
0,87100522
0,7352488
0,47402707
0,8860770
0,84436250
0,74468743
0,81151507
0,82220141
0,84143071
0,57245760
1,62472249
0,18000212
0,82455625
0,87008463
0,26344346
0,84765506
0,86511447
0,86082743
0,78644120
1,72626270
1,65943402
0,84204530
0,75226267
0,82826452
0,81550407
0,81725725
0,84068056
0,76243437
0,83438873
0,37470838
0,80076122
0,44608281
0,56646170
1,73902939
0,75764420
1,71060644
0,51760048
0,72121564
0,87548738
1,42095853
1,72532440
0,74107111
0,74866751
0,61574655
0,78740026
0,55761231
0,78678014
1,54043899
0,5648307
0,86842434
0,25575304
0,80333484
0,58101718
1,16478810
1,8020601
0,84262024
0,87346164
0,87382735
0,86285344
0,44152546
0,84022734
0,85234555
0,68777851
0,33654165
0,56535302
0,75370268
0,85057117
0,82687853
0,76282572
0,81543358
1,71886779
0,82678562
0,80588032
0,82726055
0,82758408
0,81232061
0,30030837
0,75586014
0,75878800
0,77630785
0,78766367
0,80655830
0,77227676
0,86458134
0,77787831
0,84074321
0,62708772
0,75732231
0,61786833
0,81317801
0,78151181
0,40582332
0,58172032
0,85834434
0,87201611
0,84585268
0,85871702
0,60538733
0,84215633
0,75348886
0,83440027
0,81674812
1,78736773
0,81425504
0,77034337
0,87402667
0,77036374
0,52365852
1,64716995
0,84701165
0,85621314
0,46800455
0,33171200
0,52637236
0,86011835
0,26778058
0,47714135
0,83382708
1,75936643
0,43616048
0,36758343
0,8157211
0,84850820
0,76551648
0,83674777
0,81170330
1,76956994
1,62894052
0,80406152
1,72559346
1,24872655
0,86334535
0,32665833
1,78315148
0,56352577
0,83531262
0,81702301
0,82017834
0,84535850
0,87882418
0,80060028
0,11143354
0,31381312
1,63687639
1,47901435
1,40805365
1,63144814
0,78355324
0,60018404
0,77323504
0,81064323
1,82298087
0,87540624
0,28810686
0,20682237
0,85171410
0,56834132
0,80270876
1,66199295
1,76323796
0,86734838
0,15126244
1,43494295
0,76372364
1,72769991
0,27302862
0,24873706
0,403781
0,86148520
0,86055133
0,73430456
0,45208347
0,37182255
0,28464557
0,71250267
0,18444424
0,75485348
0,66484482
0,74125347
0,61412884
0,84046174
0,60786304
0,71344732
0,61102181
0,74705565
0,15585820
0,85884045
0,23223137
1,79118876
0,81432022
1,39903055
1,69362033
0,33080410
1,60237529
0,68203780
0,27720088
0,82550280
0,21325536
0,61023715
0,76505666
0,76882330
1,67753358
0,51837267
0,86886288
0,65523560
0,61677866
1,7183359
0,16640844
1,7547283
1,54420435
0,260410
0,17320243
0,66883028
1,66083069
0,63426184
1,61715511
1,44943859
0,34427721
1,62822223
1,55704101
0,67117856
1,71009361
0,20757622
0,28824285
0,73007286
1,66918099
1,68883290
1,62107243
0,65443241
1,66274929
0,54303061
0,66420055
0,66452750
0,54444780
0,48587834
0,66522840
0,47717863
1,7577774
1,12447418
0,43731487
0,25707663
0,6878164
0,25183462
0,37678017
1,56939830
0,58527530
0,33115430
0,86704677
0,68366504
1,62191320
0,70347634
0,82865808
0,82704143
0,84354235
0,74548608
1,82361247
0,42032176
0,42171828
0,25862867
0,87882725
1,56581583
1,57902281
0,87266575
1,61095531
1,66649678
0,6653441
0,45041763
0,55226833
0,81282048
1,63801818
1,73759817
0,82750674
1,63959345
0,52687515
0,76110242
0,61844283
0,82046817
0,81280147
0,70113271
0,60884744
0,62235273
0,66722028
1,63749275
0,76585615
0,81024621
0,85056688
0,61407868
1,62498879
0,76507733
0,78443225
0,84415118
0,78331454
0,75040531
0,86378881
1,61687912
1,77122373
0,75387157
1,75640007
0,53786000
0,63226768
1,78919165
1,72042063
0,77076622
0,82253887
0,81155328
0,6432683
0,84474283
1,73922322
0,77818323
0,61106466
0,81356283
0,77862501
0,85366826
0,76233655
0,50805221
0,86345600
1,68175401
0,62264581
0,67277544
0,75468358
0,67864108
1,28891250
0,84541788
0,66750740
0,80115830
1,64076193
1,62547474
1,62247766
1,78409786
0,31756830
1,61559730
1,76631705
0,40448388
1,19474109
0,35208781
0,12718002
0,20263410
1,58961738
0,34253174
0,72830572
0,53245634
1,7812386
1,7745292
0,31445158
0,50103828
0,13851140
0,21030877
1,68665725
1,54595052
0,38822651
0,18116036
0,17544708
0,23224634
0,45481241
0,64426840
0,86682432
0,5325224
1,54899337
0,5886521
0,63354245
0,34827652
0,23375400
0,32108223
0,10186440
1,47297931
0,28724830
0,60120381
0,5386815
0,5773013
0,53215415
0,67181777
0,37376443
0,58223000
0,5105515
0,52006163
0,7177317
0,36874383
0,5164243
0,12056163
0,52751017
1,9186091
0,6677547
1,73800202
0,8166265
0,17774416
0,43523687
1,35286797
0,46401003
0,16037247
0,47866254
0,26173530
0,23000354
0,6538554
1,7325446
0,7718551
0,6406458
0,62854383
0,47251016
1,69613243
1,74396875
0,7473540
0,38644771
0,35378226
0,74132065
1,67290969
0,68283376
1,40462217
0,7120044
0,11427252
1,11932948
1,41747963
0,12016156
1,7719128
0,14314385
0,42008504
0,6513011
0,15234886
1,9301277
1,74332476
0,73888000
1,22964558
1,67392573
1,11766422
0,25052771
0,13818577
1,26704751
0,48164883
0,22760228
0,44103810
0,70306535
0,48841307
0,56234085
0,17613170
1,62331815
0,21366262
1,36749203
0,66056518
0,57560455
0,66653650
1,49879408
0,10378731
0,53474287
1,7572681
0,35038577
0,55120562
0,50455363
0,36714275
0,45166680
0,8578738
0,42656712
0,27445445
0,23283551
1,22437119
1,62838886
0,61226516
0,42703128
0,53611000
1,57010298
0,44611714
0,26821263
0,80146043
0,83255744
0,85436105
0,65045538
0,65042005
0,30801617
0,10264552
0,50263026
0,34287741
0,10200341
0,67351613
0,17617476
0,14127540
0,40006073
0,24863015
1,17290024
0,60353668
1,40890794
0,68440034
0,64231472
0,7834353
0,6030778
0,8488428
0,48017707
0,6306156
0,18180478
0,14756841
0,7616426
0,66137308
0,10865673
0,33373367
1,58339653
0,35288254
0,53152548
0,18315638
0,6551707
0,11380238
0,18668415
0,632743
0,7286622
1,8531416
0,57874352
0,27747372
1,36517146
0,14850057
0,50080762
0,31571501
0,36254236
0,82356326
0,33566736
1,69590642
0,86341117
0,24750704
0,31116770
0,17820287
0,42650571
0,26368021
0,52872647
0,40600176
0,58416540
1,43629809
1,8042371
0,21821585
0,51846625
0,6873502
0,11871015
0,71118206
0,50558217
0,21756501
0,58123415
0,11433170
0,48104653
0,48618012
0,26725626
0,60786628
0,15581653
0,57082737
1,8525050
0,14563678
1,62685236
1,74428517
0,74324363
1,19808486
1,39300950
0,41041857
0,15820036
0,28276650
0,74633048
0,6626535
0,48408836
0,34788802
0,45526556
1,68606308
0,61406340
0,32104017
0,64682661
0,12104370
0,58871307
1,63943236
0,50172831
0,12668255
0,60314162
0,5257105
0,38856888
0,35641871
0,10407763
0,52381364
0,22740051
1,63670408
0,81124142
0,68414142
1,65276356
0,51518121
0,57472570
1,52096480
1,75202479
0,38785222
0,25280213
0,44716750
0,22530165
1,63893347
1,60142230
0,55452113
1,73182676
0,25450603
1,41989617
0,13572855
0,51886408
1,68664687
0,75540322
0,27564478
0,32354262
0,32778072
0,34640261
1,68066943
0,74704746
1,61443120
0,62776000
1,77781119
0,83272012
1,66563190
0,32481882
0,52173415
0,28106668
0,77880327
0,11175446
0,21812207
0,12403477
0,24118527
0,85524228
0,68621880
1,76110300
0,84710063
0,83484336
0,82580774
0,83748435
0,71771162
0,24530757
0,56638866
0,18067201
0,64586641
0,85868643
0,86187742
1,42986307
1,67844223
1,48603225
1,69705877
1,24820782
1,60734734
0,87608242
0,77654271
0,27741825
0,27024846
0,87785338
0,10804404
1,74417602
1,62671673
1,37496203
0,6317168
0,10346511
1,8518566
1,51985527
0,56652300
0,87067046
1,29171702
0,75480368
0,87838603
0,51512625
0,12176231
0,23530783
0,58455767
1,65097422
0,37160537
1,61350995
0,85332221
0,35280210
0,35171834
0,28825074
0,60368262
0,71052018
0,70848315
0,70267155
0,71672321
1,46830460
1,72364235
0,87276461
0,13628812
0,87085887
0,68471053
0,16684521
0,40230401
0,80416502
0,62214343
0,32533312
0,85887784
1,77670839
0,84422862
0,40148210
0,34541453
1,8361766
0,82706565
0,80177364
0,82431563
0,82421468
0,80387748
0,55120401
1,39944421
0,77332887
0,74311488
1,24435342
1,57976512
1,39832345
1,27138498
0,42821360
1,11704276
0,12472722
0,53023768
0,51331300
0,27608744
0,23463532
0,44748232
0,11037841
0,72654737
0,67801174
0,44273811
0,53245868
0,42167506
0,11286162
0,60420752
0,46503717
0,42342323
0,55562165
0,8058158
0,15127756
0,43662036
0,66318684
0,57465500
0,30084735
0,8333735
0,55145505
0,56578614
0,46081184
0,42334587
0,27118850
0,6224513
0,61763482
0,56253737
0,71357812
0,44846876
0,43153633
0,74621861
0,10530162
0,57657751
0,33128322
0,6646512
0,62136055
0,20162671
0,11536163
0,30480256
0,32488712
0,70200137
0,50625511
0,54366226
0,17447734
0,28834672
0,25617705
0,56812703
0,67635781
0,12545732
0,41013144
0,27502543
0,33435436
0,24531741
0,106511
0,33636615
0,71357
0,6086130
0,53052630
0,13402315
0,17740174
0,57313441
0,22613435
0,48140180
0,22763024
0,23208137
0,43814812
0,65116217
0,33751660
0,55082528
0,31618216
0,50307575
0,52462732
0,44528216
0,63743586
0,51127585
0,52880483
0,43172253
0,48142464
0,63828817
0,51431647
0,53312213
0,34623032
0,62354411
0,62548860
0,36278437
0,46503723
0,48221745
0,38040352
0,43456374
0,31575158
0,20662321
0,41621160
0,54337167
0,28484064
0,27820818
0,25606785
0,7764177
0,22680588
0,46601360
0,35007672
1,8707849
0,58381461
0,68811412
0,7443484
0,48367627
0,15814786
0,42755107
1,65066802
0,84726516
0,10615336
0,12422470
0,70738153
0,72363632
0,64351455
0,18307376
0,8478600
0,72171842
0,62513
0,33033501
0,22222282
0,15062364
0,48273224
0,16808005
1,6703025
0,33250827
0,60625460
0,36756750
0,25124422
0,71414623
0,31805387
0,31343773
0,40214774
0,51651884
0,5578850
0,53648846
0,57508778
0,47033048
0,28488655
0,142611
0,18132444
0,35528883
0,12040582
0,55817007
0,42302788
0,23388172
0,34101045
0,15653172
0,35162542
0,71485263
0,20072083
0,15551046
0,65448665
0,18077053
0,24754375
0,13043700
0,38888022
0,37465243
0,32027561
0,13310587
0,40627722
0,6518847
0,83001646
0,37035347
0,54515686
1,7572536
0,26560833
0,28123846
0,30256808
0,33626874
0,87027467
0,45644448
0,18778271
0,67870838
0,11228253
0,8044871
0,45614888
0,40170126
0,54420415
0,81525616
0,26282554
0,71730841
0,34104511
0,41486718
0,35706558
0,86482425
0,14505534
0,57275356
0,46411747
0,34513468
0,31535884
0,52087863
0,64337667
0,56055216
0,72018381
0,27856861
0,50828716
0,31565580
0,54413036
0,47256474
0,60140132
0,34364550
0,65770138
0,40544545
0,54712002
0,44205853
0,48410533
0,65330206
1,48025664
0,16637551
0,62337067
0,37812380
0,43872642
1,56328496
0,26551855
0,60021457
0,66762757
0,65322423
0,5752646
0,30113664
0,33554238
0,22276300
0,17516352
0,67520045
0,70028256
0,40521888
0,38302828
0,36781722
0,17327430
0,41722445
0,41347084
0,10548886
0,27872000
0,33155308
0,36305107
0,68480717
0,13661600
0,58456775
0,87558452
0,53280788
0,52877068
0,42773377
0,36646181
0,28185450
1,58525899
0,84686468
0,72141282
0,53340355
0,66454261
0,64215771
1,60394024
0,61757012
0,80243687
0,71474400
0,10640583
0,82375316
0,43180081
0,78227523
0,72260111
0,67652016
0,74733716
0,42252464
1,9673869
0,38444157
0,21626761
0,63831615
0,10400550
0,16405373
0,5422700
0,63766886
0,37068785
0,14178120
1,7354335
0,7275325
0,8267430
0,27420060
0,17501071
0,17615588
0,22003707
0,15650410
0,24266204
0,14854611
0,18551358
0,63814172
0,63367180
0,54784722
0,15082851
0,85368110
0,17566148
0,50740073
0,87703751
0,72532716
0,27703386
0,11830175
1,20800413
0,55348058
0,10174406
1,7401256
0,18741783
0,86304614
0,62034051
0,18418156
0,35051545
0,31021237
0,8370263
1,7535326
0,11676722
0,47537520
0,27434683
0,56725443
0,41215630
0,47072434
0,54224731
0,50030315
0,13355683
0,82317864
1,27734249
0,33122025
0,36017305
0,43537345
0,60818228
0,22065066
0,35482737
0,78563378
0,33543875
0,14274404
0,42011237
0,17364328
